Sensor ID,Date,o2,co2,temp,label,fruit
55,2023-12-21 00:00:00,20.756137724465265,0.0069604384371697,2.299039615281093,Normal,cherry
55,2023-12-21 01:00:00,20.756137724465265,0.0069604384371697,2.299039615281093,Normal,cherry
55,2023-12-21 02:00:00,21.17851760840832,0.2423805180638261,1.6921972208819929,Normal,cherry
55,2023-12-21 03:00:00,21.17851760840832,0.2423805180638261,1.6921972208819929,Normal,cherry
55,2023-12-21 04:00:00,20.90772847136646,0.2688563519542886,1.4052498528853603,Normal,cherry
55,2023-12-21 05:00:00,20.90772847136646,0.2688563519542886,1.4052498528853603,Normal,cherry
55,2023-12-21 06:00:00,20.87088451639576,0.4426345152058465,0.7245640890069122,Normal,cherry
55,2023-12-21 07:00:00,20.87088451639576,0.4426345152058465,0.7245640890069122,Normal,cherry
55,2023-12-21 08:00:00,20.85653884900266,-0.0830413932117003,0.5360567231161812,Normal,cherry
55,2023-12-21 09:00:00,20.85653884900266,-0.0830413932117003,0.5360567231161812,Normal,cherry
55,2023-12-21 10:00:00,20.945369193074573,0.3216044118557504,0.4497503321688075,Normal,cherry
55,2023-12-21 11:00:00,20.945369193074573,0.3216044118557504,0.4497503321688075,Normal,cherry
55,2023-12-21 12:00:00,20.860162752031165,0.1775121410094863,0.9526841251510768,Normal,cherry
55,2023-12-21 13:00:00,20.860162752031165,0.1775121410094863,0.9526841251510768,Normal,cherry
55,2023-12-21 14:00:00,20.938149456067645,0.3573281384234582,1.0324242520009468,Normal,cherry
55,2023-12-21 15:00:00,20.938149456067645,0.3573281384234582,1.0324242520009468,Normal,cherry
55,2023-12-21 16:00:00,20.66112258169876,0.0538153407318167,5.917387077139463,Normal,cherry
55,2023-12-21 17:00:00,20.66112258169876,0.0538153407318167,5.917387077139463,Normal,cherry
55,2023-12-21 18:00:00,20.934685387585816,0.4033028885530066,4.322517471280973,Normal,cherry
55,2023-12-21 19:00:00,20.934685387585816,0.4033028885530066,4.322517471280973,Normal,cherry
55,2023-12-21 20:00:00,20.947023442788048,0.2867324206782622,0.0550724190754321,Normal,cherry
55,2023-12-21 21:00:00,20.947023442788048,0.2867324206782622,0.0550724190754321,Normal,cherry
55,2023-12-21 22:00:00,20.887878517514853,0.2569041108159302,-0.0380555751390862,Normal,cherry
55,2023-12-21 23:00:00,20.887878517514853,0.2569041108159302,-0.0380555751390862,Normal,cherry
55,2023-12-22 00:00:00,20.81976219527373,0.5914033732487157,-0.4041567944936509,Normal,cherry
55,2023-12-22 01:00:00,20.81976219527373,0.5914033732487157,-0.4041567944936509,Normal,cherry
55,2023-12-22 02:00:00,21.100963844575976,0.6655713444822764,-0.5474814148322767,Normal,cherry
55,2023-12-22 03:00:00,21.100963844575976,0.6655713444822764,-0.5474814148322767,Normal,cherry
55,2023-12-22 04:00:00,20.77563621977554,0.4021968915504325,-1.1503424691372657,Normal,cherry
55,2023-12-22 05:00:00,20.77563621977554,0.4021968915504325,-1.1503424691372657,Normal,cherry
55,2023-12-22 06:00:00,20.99999622805232,0.288509273475095,-0.917047078030754,Normal,cherry
55,2023-12-22 07:00:00,20.99999622805232,0.288509273475095,-0.917047078030754,Normal,cherry
55,2023-12-22 08:00:00,21.0647779748578,0.2120966776984842,-0.8213187907705173,Normal,cherry
55,2023-12-22 09:00:00,21.0647779748578,0.2120966776984842,-0.8213187907705173,Normal,cherry
55,2023-12-22 10:00:00,20.980074901429223,0.2164849658114765,1.174339657048962,Normal,cherry
55,2023-12-22 11:00:00,20.980074901429223,0.2164849658114765,1.174339657048962,Normal,cherry
55,2023-12-22 12:00:00,20.62082146239053,0.642860954566171,0.7431720961062303,Normal,cherry
55,2023-12-22 13:00:00,20.62082146239053,0.642860954566171,0.7431720961062303,Normal,cherry
55,2023-12-22 14:00:00,20.42792792314136,1.041909466478624,-0.109663561686471,Normal,cherry
55,2023-12-22 15:00:00,20.42792792314136,1.041909466478624,-0.109663561686471,Normal,cherry
55,2023-12-22 16:00:00,20.02213642714512,1.35118688574821,-0.3119126213401891,Normal,cherry
